Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Volvo,S60 2.5 4dr,Sedan,Europe,All,31745,29916,2.5,5.0,208.0,20.0,27.0,3903.0,107.0,180.0
Volvo,S60 T5 4dr,Sedan,Europe,Front,34845,32902,2.3,5.0,247.0,20.0,28.0,3766.0,107.0,180.0
Volvo,S60 R 4dr,Sedan,Europe,All,37560,35382,2.5,5.0,300.0,18.0,25.0,3571.0,107.0,181.0
Volvo,S80 2.9 4dr,Sedan,Europe,Front,37730,35542,2.9,6.0,208.0,20.0,28.0,3576.0,110.0,190.0
Volvo,S80 2.5T 4dr,Sedan,Europe,All,37885,35688,2.5,5.0,194.0,20.0,27.0,3691.0,110.0,190.0
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,40565,38203,2.4,5.0,197.0,21.0,28.0,3450.0,105.0,186.0
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,42565,40083,2.3,5.0,242.0,20.0,26.0,3450.0,105.0,186.0
Volvo,S80 T6 4dr,Sedan,Europe,Front,45210,42573,2.9,6.0,268.0,19.0,26.0,3653.0,110.0,190.0
Volvo,V40,Wagon,Europe,Front,26135,24641,1.9,4.0,170.0,22.0,29.0,2822.0,101.0,180.0
Volvo,XC70,Wagon,Europe,All,35145,33112,2.5,5.0,208.0,20.0,27.0,3823.0,109.0,186.0
